Causa de muerte (lista reducida);Sexo;Provincia de defunción;Total
053 Enfermedades cardíacas reumáticas crónicas;Total;Navarra;7
053 Enfermedades cardíacas reumáticas crónicas;Total;Ourense;5
053 Enfermedades cardíacas reumáticas crónicas;Total;Palencia;3
053 Enfermedades cardíacas reumáticas crónicas;Total;Palmas, Las;6
053 Enfermedades cardíacas reumáticas crónicas;Total;Pontevedra;12
053 Enfermedades cardíacas reumáticas crónicas;Total;Rioja, La;4
053 Enfermedades cardíacas reumáticas crónicas;Total;Salamanca;10
053 Enfermedades cardíacas reumáticas crónicas;Total;Santa Cruz de Tenerife;12
053 Enfermedades cardíacas reumáticas crónicas;Total;Segovia;3
053 Enfermedades cardíacas reumáticas crónicas;Total;Sevilla;22
053 Enfermedades cardíacas reumáticas crónicas;Total;Soria;1
053 Enfermedades cardíacas reumáticas crónicas;Total;Tarragona;6
053 Enfermedades cardíacas reumáticas crónicas;Total;Teruel;2
053 Enfermedades cardíacas reumáticas crónicas;Total;Toledo;22
053 Enfermedades cardíacas reumáticas crónicas;Total;Valencia/València;34
053 Enfermedades cardíacas reumáticas crónicas;Total;Valladolid;13
053 Enfermedades cardíacas reumáticas crónicas;Total;Zamora;3
053 Enfermedades cardíacas reumáticas crónicas;Total;Zaragoza;13
053 Enfermedades cardíacas reumáticas crónicas;Total;Ceuta;1
053 Enfermedades cardíacas reumáticas crónicas;Total;Melilla;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Total;166
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Albacete;7
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Alicante/Alacant;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Almería;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Araba/Alava;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Asturias;5
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Avila;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Badajoz;5
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Balears, Illes;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Barcelona;15
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Bizkaia;6
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Burgos;4
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Cáceres;3
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Cádiz;2
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Cantabria;3
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Castellón/Castelló;2
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Ciudad Real;2
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Córdoba;4
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Coruña, A;5
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Cuenca;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Gipuzkoa;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Girona;2
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Granada;3
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Guadalajara;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Huelva;2
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Huesca;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Jaén;4
053 Enfermedades cardíacas reumáticas crónicas;Hombres;León;3
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Lleida;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Lugo;3
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Madrid;12
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Málaga;6
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Murcia;7
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Navarra;2
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Ourense;3
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Palencia;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Palmas, Las;2
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Pontevedra;6
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Rioja, La;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Salamanca;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Santa Cruz de Tenerife;5
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Segovia;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Sevilla;7
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Soria;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Tarragona;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Teruel;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Toledo;3
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Valencia/València;6
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Valladolid;8
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Zamora;2
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Zaragoza;5
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Ceuta;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Melilla;1
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Total;418
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Albacete;7
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Alicante/Alacant;9
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Almería;4
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Araba/Alava;2
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Asturias;9
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Avila;5
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Badajoz;7
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Balears, Illes;7
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Barcelona;43
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Bizkaia;6
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Burgos;5
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Cáceres;6
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Cádiz;7
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Cantabria;3
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Castellón/Castelló;6
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Ciudad Real;8
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Córdoba;8
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Coruña, A;7
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Cuenca;2
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Gipuzkoa;10
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Girona;5
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Granada;3
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Guadalajara;3
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Huelva;6
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Huesca;2
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Jaén;9
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;León;10
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Lleida;8
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Lugo;9
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Madrid;52
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Málaga;16
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Murcia;9
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Navarra;5
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Ourense;2
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Palencia;2
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Palmas, Las;4
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Pontevedra;6
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Rioja, La;3
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Salamanca;9
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Santa Cruz de Tenerife;7
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Segovia;3
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Sevilla;15
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Soria;0
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Tarragona;5
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Teruel;2
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Toledo;19
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Valencia/València;28
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Valladolid;5
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Zamora;1
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Zaragoza;8
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Ceuta;1
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Melilla;0
054 Enfermedades hipertensivas;Total;Total;6434
054 Enfermedades hipertensivas;Total;Albacete;39
054 Enfermedades hipertensivas;Total;Alicante/Alacant;217
054 Enfermedades hipertensivas;Total;Almería;75
054 Enfermedades hipertensivas;Total;Araba/Alava;35
054 Enfermedades hipertensivas;Total;Asturias;202
054 Enfermedades hipertensivas;Total;Avila;31
054 Enfermedades hipertensivas;Total;Badajoz;122
054 Enfermedades hipertensivas;Total;Balears, Illes;146
054 Enfermedades hipertensivas;Total;Barcelona;771
054 Enfermedades hipertensivas;Total;Bizkaia;169
054 Enfermedades hipertensivas;Total;Burgos;64
054 Enfermedades hipertensivas;Total;Cáceres;64
054 Enfermedades hipertensivas;Total;Cádiz;148
054 Enfermedades hipertensivas;Total;Cantabria;97
054 Enfermedades hipertensivas;Total;Castellón/Castelló;90
054 Enfermedades hipertensivas;Total;Ciudad Real;78
054 Enfermedades hipertensivas;Total;Córdoba;186
054 Enfermedades hipertensivas;Total;Coruña, A;180
054 Enfermedades hipertensivas;Total;Cuenca;33
054 Enfermedades hipertensivas;Total;Gipuzkoa;109
054 Enfermedades hipertensivas;Total;Girona;121
054 Enfermedades hipertensivas;Total;Granada;118
054 Enfermedades hipertensivas;Total;Guadalajara;38
054 Enfermedades hipertensivas;Total;Huelva;66
054 Enfermedades hipertensivas;Total;Huesca;29
054 Enfermedades hipertensivas;Total;Jaén;103
054 Enfermedades hipertensivas;Total;León;131
054 Enfermedades hipertensivas;Total;Lleida;59
054 Enfermedades hipertensivas;Total;Lugo;99
054 Enfermedades hipertensivas;Total;Madrid;648
054 Enfermedades hipertensivas;Total;Málaga;224
054 Enfermedades hipertensivas;Total;Murcia;188
054 Enfermedades hipertensivas;Total;Navarra;90
054 Enfermedades hipertensivas;Total;Ourense;70
054 Enfermedades hipertensivas;Total;Palencia;20
054 Enfermedades hipertensivas;Total;Palmas, Las;108
054 Enfermedades hipertensivas;Total;Pontevedra;136
054 Enfermedades hipertensivas;Total;Rioja, La;38
054 Enfermedades hipertensivas;Total;Salamanca;67
054 Enfermedades hipertensivas;Total;Santa Cruz de Tenerife;111
054 Enfermedades hipertensivas;Total;Segovia;34
054 Enfermedades hipertensivas;Total;Sevilla;195
054 Enfermedades hipertensivas;Total;Soria;18
054 Enfermedades hipertensivas;Total;Tarragona;100
054 Enfermedades hipertensivas;Total;Teruel;24
054 Enfermedades hipertensivas;Total;Toledo;94
054 Enfermedades hipertensivas;Total;Valencia/València;397
054 Enfermedades hipertensivas;Total;Valladolid;80
054 Enfermedades hipertensivas;Total;Zamora;43
054 Enfermedades hipertensivas;Total;Zaragoza;116
054 Enfermedades hipertensivas;Total;Ceuta;5
054 Enfermedades hipertensivas;Total;Melilla;8
054 Enfermedades hipertensivas;Hombres;Total;2116
054 Enfermedades hipertensivas;Hombres;Albacete;11
054 Enfermedades hipertensivas;Hombres;Alicante/Alacant;82
054 Enfermedades hipertensivas;Hombres;Almería;27
054 Enfermedades hipertensivas;Hombres;Araba/Alava;18
054 Enfermedades hipertensivas;Hombres;Asturias;67
054 Enfermedades hipertensivas;Hombres;Avila;7
054 Enfermedades hipertensivas;Hombres;Badajoz;46
054 Enfermedades hipertensivas;Hombres;Balears, Illes;50
054 Enfermedades hipertensivas;Hombres;Barcelona;257
054 Enfermedades hipertensivas;Hombres;Bizkaia;54
054 Enfermedades hipertensivas;Hombres;Burgos;26
054 Enfermedades hipertensivas;Hombres;Cáceres;21
054 Enfermedades hipertensivas;Hombres;Cádiz;46
054 Enfermedades hipertensivas;Hombres;Cantabria;35
054 Enfermedades hipertensivas;Hombres;Castellón/Castelló;32
054 Enfermedades hipertensivas;Hombres;Ciudad Real;29
054 Enfermedades hipertensivas;Hombres;Córdoba;63
054 Enfermedades hipertensivas;Hombres;Coruña, A;57
054 Enfermedades hipertensivas;Hombres;Cuenca;11
054 Enfermedades hipertensivas;Hombres;Gipuzkoa;37
054 Enfermedades hipertensivas;Hombres;Girona;46
054 Enfermedades hipertensivas;Hombres;Granada;41
054 Enfermedades hipertensivas;Hombres;Guadalajara;8
054 Enfermedades hipertensivas;Hombres;Huelva;20
054 Enfermedades hipertensivas;Hombres;Huesca;10
054 Enfermedades hipertensivas;Hombres;Jaén;33
054 Enfermedades hipertensivas;Hombres;León;44
054 Enfermedades hipertensivas;Hombres;Lleida;15
054 Enfermedades hipertensivas;Hombres;Lugo;32
054 Enfermedades hipertensivas;Hombres;Madrid;189
054 Enfermedades hipertensivas;Hombres;Málaga;79
054 Enfermedades hipertensivas;Hombres;Murcia;60
054 Enfermedades hipertensivas;Hombres;Navarra;28
054 Enfermedades hipertensivas;Hombres;Ourense;16
054 Enfermedades hipertensivas;Hombres;Palencia;7
054 Enfermedades hipertensivas;Hombres;Palmas, Las;42
054 Enfermedades hipertensivas;Hombres;Pontevedra;37
054 Enfermedades hipertensivas;Hombres;Rioja, La;11
054 Enfermedades hipertensivas;Hombres;Salamanca;18
054 Enfermedades hipertensivas;Hombres;Santa Cruz de Tenerife;44
054 Enfermedades hipertensivas;Hombres;Segovia;10
054 Enfermedades hipertensivas;Hombres;Sevilla;64
054 Enfermedades hipertensivas;Hombres;Soria;4
054 Enfermedades hipertensivas;Hombres;Tarragona;36
054 Enfermedades hipertensivas;Hombres;Teruel;8
054 Enfermedades hipertensivas;Hombres;Toledo;38
054 Enfermedades hipertensivas;Hombres;Valencia/València;130
054 Enfermedades hipertensivas;Hombres;Valladolid;16
054 Enfermedades hipertensivas;Hombres;Zamora;13
054 Enfermedades hipertensivas;Hombres;Zaragoza;39
054 Enfermedades hipertensivas;Hombres;Ceuta;1
054 Enfermedades hipertensivas;Hombres;Melilla;1
054 Enfermedades hipertensivas;Mujeres;Total;4318
054 Enfermedades hipertensivas;Mujeres;Albacete;28
054 Enfermedades hipertensivas;Mujeres;Alicante/Alacant;135
054 Enfermedades hipertensivas;Mujeres;Almería;48
054 Enfermedades hipertensivas;Mujeres;Araba/Alava;17
054 Enfermedades hipertensivas;Mujeres;Asturias;135
054 Enfermedades hipertensivas;Mujeres;Avila;24
054 Enfermedades hipertensivas;Mujeres;Badajoz;76
054 Enfermedades hipertensivas;Mujeres;Balears, Illes;96
054 Enfermedades hipertensivas;Mujeres;Barcelona;514
054 Enfermedades hipertensivas;Mujeres;Bizkaia;115
054 Enfermedades hipertensivas;Mujeres;Burgos;38
054 Enfermedades hipertensivas;Mujeres;Cáceres;43
054 Enfermedades hipertensivas;Mujeres;Cádiz;102
054 Enfermedades hipertensivas;Mujeres;Cantabria;62
054 Enfermedades hipertensivas;Mujeres;Castellón/Castelló;58
054 Enfermedades hipertensivas;Mujeres;Ciudad Real;49
054 Enfermedades hipertensivas;Mujeres;Córdoba;123
054 Enfermedades hipertensivas;Mujeres;Coruña, A;123
054 Enfermedades hipertensivas;Mujeres;Cuenca;22
054 Enfermedades hipertensivas;Mujeres;Gipuzkoa;72
054 Enfermedades hipertensivas;Mujeres;Girona;75
054 Enfermedades hipertensivas;Mujeres;Granada;77
054 Enfermedades hipertensivas;Mujeres;Guadalajara;30
054 Enfermedades hipertensivas;Mujeres;Huelva;46
054 Enfermedades hipertensivas;Mujeres;Huesca;19
054 Enfermedades hipertensivas;Mujeres;Jaén;70
054 Enfermedades hipertensivas;Mujeres;León;87
054 Enfermedades hipertensivas;Mujeres;Lleida;44
054 Enfermedades hipertensivas;Mujeres;Lugo;67
054 Enfermedades hipertensivas;Mujeres;Madrid;459
054 Enfermedades hipertensivas;Mujeres;Málaga;145
054 Enfermedades hipertensivas;Mujeres;Murcia;128
054 Enfermedades hipertensivas;Mujeres;Navarra;62
054 Enfermedades hipertensivas;Mujeres;Ourense;54
054 Enfermedades hipertensivas;Mujeres;Palencia;13
054 Enfermedades hipertensivas;Mujeres;Palmas, Las;66
054 Enfermedades hipertensivas;Mujeres;Pontevedra;99
054 Enfermedades hipertensivas;Mujeres;Rioja, La;27
054 Enfermedades hipertensivas;Mujeres;Salamanca;49
054 Enfermedades hipertensivas;Mujeres;Santa Cruz de Tenerife;67
054 Enfermedades hipertensivas;Mujeres;Segovia;24
054 Enfermedades hipertensivas;Mujeres;Sevilla;131
054 Enfermedades hipertensivas;Mujeres;Soria;14
054 Enfermedades hipertensivas;Mujeres;Tarragona;64
054 Enfermedades hipertensivas;Mujeres;Teruel;16
054 Enfermedades hipertensivas;Mujeres;Toledo;56
054 Enfermedades hipertensivas;Mujeres;Valencia/València;267
054 Enfermedades hipertensivas;Mujeres;Valladolid;64
054 Enfermedades hipertensivas;Mujeres;Zamora;30
054 Enfermedades hipertensivas;Mujeres;Zaragoza;77
054 Enfermedades hipertensivas;Mujeres;Ceuta;4
054 Enfermedades hipertensivas;Mujeres;Melilla;7
055 Infarto agudo de miocardio;Total;Total;6027
055 Infarto agudo de miocardio;Total;Albacete;40
055 Infarto agudo de miocardio;Total;Alicante/Alacant;277
055 Infarto agudo de miocardio;Total;Almería;98
055 Infarto agudo de miocardio;Total;Araba/Alava;19
055 Infarto agudo de miocardio;Total;Asturias;217
055 Infarto agudo de miocardio;Total;Avila;27
055 Infarto agudo de miocardio;Total;Badajoz;113
055 Infarto agudo de miocardio;Total;Balears, Illes;76
055 Infarto agudo de miocardio;Total;Barcelona;471
055 Infarto agudo de miocardio;Total;Bizkaia;83
055 Infarto agudo de miocardio;Total;Burgos;57
055 Infarto agudo de miocardio;Total;Cáceres;69
055 Infarto agudo de miocardio;Total;Cádiz;179
055 Infarto agudo de miocardio;Total;Cantabria;59
055 Infarto agudo de miocardio;Total;Castellón/Castelló;69
055 Infarto agudo de miocardio;Total;Ciudad Real;111
055 Infarto agudo de miocardio;Total;Córdoba;99
055 Infarto agudo de miocardio;Total;Coruña, A;165
055 Infarto agudo de miocardio;Total;Cuenca;24
055 Infarto agudo de miocardio;Total;Gipuzkoa;54
055 Infarto agudo de miocardio;Total;Girona;74
055 Infarto agudo de miocardio;Total;Granada;233
055 Infarto agudo de miocardio;Total;Guadalajara;33
055 Infarto agudo de miocardio;Total;Huelva;51
055 Infarto agudo de miocardio;Total;Huesca;40
055 Infarto agudo de miocardio;Total;Jaén;90
055 Infarto agudo de miocardio;Total;León;75
055 Infarto agudo de miocardio;Total;Lleida;45
055 Infarto agudo de miocardio;Total;Lugo;53
055 Infarto agudo de miocardio;Total;Madrid;793
055 Infarto agudo de miocardio;Total;Málaga;199
055 Infarto agudo de miocardio;Total;Murcia;139
055 Infarto agudo de miocardio;Total;Navarra;68
055 Infarto agudo de miocardio;Total;Ourense;58
055 Infarto agudo de miocardio;Total;Palencia;31
055 Infarto agudo de miocardio;Total;Palmas, Las;253
055 Infarto agudo de miocardio;Total;Pontevedra;78
055 Infarto agudo de miocardio;Total;Rioja, La;44
055 Infarto agudo de miocardio;Total;Salamanca;78
055 Infarto agudo de miocardio;Total;Santa Cruz de Tenerife;179
055 Infarto agudo de miocardio;Total;Segovia;19
055 Infarto agudo de miocardio;Total;Sevilla;325
055 Infarto agudo de miocardio;Total;Soria;17
055 Infarto agudo de miocardio;Total;Tarragona;76
055 Infarto agudo de miocardio;Total;Teruel;33
055 Infarto agudo de miocardio;Total;Toledo;95
055 Infarto agudo de miocardio;Total;Valencia/València;266
055 Infarto agudo de miocardio;Total;Valladolid;90
055 Infarto agudo de miocardio;Total;Zamora;37
055 Infarto agudo de miocardio;Total;Zaragoza;117
055 Infarto agudo de miocardio;Total;Ceuta;18
055 Infarto agudo de miocardio;Total;Melilla;13
055 Infarto agudo de miocardio;Hombres;Total;3672
055 Infarto agudo de miocardio;Hombres;Albacete;24
055 Infarto agudo de miocardio;Hombres;Alicante/Alacant;188
055 Infarto agudo de miocardio;Hombres;Almería;64
055 Infarto agudo de miocardio;Hombres;Araba/Alava;12
055 Infarto agudo de miocardio;Hombres;Asturias;129
055 Infarto agudo de miocardio;Hombres;Avila;22
055 Infarto agudo de miocardio;Hombres;Badajoz;74
055 Infarto agudo de miocardio;Hombres;Balears, Illes;53
055 Infarto agudo de miocardio;Hombres;Barcelona;267
055 Infarto agudo de miocardio;Hombres;Bizkaia;52
055 Infarto agudo de miocardio;Hombres;Burgos;34
055 Infarto agudo de miocardio;Hombres;Cáceres;52
055 Infarto agudo de miocardio;Hombres;Cádiz;122
055 Infarto agudo de miocardio;Hombres;Cantabria;36
055 Infarto agudo de miocardio;Hombres;Castellón/Castelló;43
055 Infarto agudo de miocardio;Hombres;Ciudad Real;69
055 Infarto agudo de miocardio;Hombres;Córdoba;66
055 Infarto agudo de miocardio;Hombres;Coruña, A;113
055 Infarto agudo de miocardio;Hombres;Cuenca;16
055 Infarto agudo de miocardio;Hombres;Gipuzkoa;30
055 Infarto agudo de miocardio;Hombres;Girona;46
055 Infarto agudo de miocardio;Hombres;Granada;121
055 Infarto agudo de miocardio;Hombres;Guadalajara;23
055 Infarto agudo de miocardio;Hombres;Huelva;30
055 Infarto agudo de miocardio;Hombres;Huesca;29
055 Infarto agudo de miocardio;Hombres;Jaén;53
055 Infarto agudo de miocardio;Hombres;León;49
055 Infarto agudo de miocardio;Hombres;Lleida;25
055 Infarto agudo de miocardio;Hombres;Lugo;32
055 Infarto agudo de miocardio;Hombres;Madrid;427
055 Infarto agudo de miocardio;Hombres;Málaga;131
055 Infarto agudo de miocardio;Hombres;Murcia;93
055 Infarto agudo de miocardio;Hombres;Navarra;40
055 Infarto agudo de miocardio;Hombres;Ourense;30
055 Infarto agudo de miocardio;Hombres;Palencia;13
055 Infarto agudo de miocardio;Hombres;Palmas, Las;155
055 Infarto agudo de miocardio;Hombres;Pontevedra;58
055 Infarto agudo de miocardio;Hombres;Rioja, La;28
055 Infarto agudo de miocardio;Hombres;Salamanca;42
055 Infarto agudo de miocardio;Hombres;Santa Cruz de Tenerife;100
055 Infarto agudo de miocardio;Hombres;Segovia;15
055 Infarto agudo de miocardio;Hombres;Sevilla;180
055 Infarto agudo de miocardio;Hombres;Soria;12
055 Infarto agudo de miocardio;Hombres;Tarragona;46
055 Infarto agudo de miocardio;Hombres;Teruel;18
055 Infarto agudo de miocardio;Hombres;Toledo;65
055 Infarto agudo de miocardio;Hombres;Valencia/València;167
055 Infarto agudo de miocardio;Hombres;Valladolid;59
055 Infarto agudo de miocardio;Hombres;Zamora;26
055 Infarto agudo de miocardio;Hombres;Zaragoza;71
055 Infarto agudo de miocardio;Hombres;Ceuta;12
055 Infarto agudo de miocardio;Hombres;Melilla;10
055 Infarto agudo de miocardio;Mujeres;Total;2355
055 Infarto agudo de miocardio;Mujeres;Albacete;16
055 Infarto agudo de miocardio;Mujeres;Alicante/Alacant;89
055 Infarto agudo de miocardio;Mujeres;Almería;34
055 Infarto agudo de miocardio;Mujeres;Araba/Alava;7
055 Infarto agudo de miocardio;Mujeres;Asturias;88
055 Infarto agudo de miocardio;Mujeres;Avila;5
055 Infarto agudo de miocardio;Mujeres;Badajoz;39
055 Infarto agudo de miocardio;Mujeres;Balears, Illes;23
055 Infarto agudo de miocardio;Mujeres;Barcelona;204
055 Infarto agudo de miocardio;Mujeres;Bizkaia;31
055 Infarto agudo de miocardio;Mujeres;Burgos;23
055 Infarto agudo de miocardio;Mujeres;Cáceres;17
055 Infarto agudo de miocardio;Mujeres;Cádiz;57
055 Infarto agudo de miocardio;Mujeres;Cantabria;23
055 Infarto agudo de miocardio;Mujeres;Castellón/Castelló;26
055 Infarto agudo de miocardio;Mujeres;Ciudad Real;42
055 Infarto agudo de miocardio;Mujeres;Córdoba;33
055 Infarto agudo de miocardio;Mujeres;Coruña, A;52
055 Infarto agudo de miocardio;Mujeres;Cuenca;8
055 Infarto agudo de miocardio;Mujeres;Gipuzkoa;24
055 Infarto agudo de miocardio;Mujeres;Girona;28
055 Infarto agudo de miocardio;Mujeres;Granada;112
055 Infarto agudo de miocardio;Mujeres;Guadalajara;10
055 Infarto agudo de miocardio;Mujeres;Huelva;21
055 Infarto agudo de miocardio;Mujeres;Huesca;11
055 Infarto agudo de miocardio;Mujeres;Jaén;37
055 Infarto agudo de miocardio;Mujeres;León;26
055 Infarto agudo de miocardio;Mujeres;Lleida;20
055 Infarto agudo de miocardio;Mujeres;Lugo;21
055 Infarto agudo de miocardio;Mujeres;Madrid;366
055 Infarto agudo de miocardio;Mujeres;Málaga;68
055 Infarto agudo de miocardio;Mujeres;Murcia;46
055 Infarto agudo de miocardio;Mujeres;Navarra;28
055 Infarto agudo de miocardio;Mujeres;Ourense;28
055 Infarto agudo de miocardio;Mujeres;Palencia;18
055 Infarto agudo de miocardio;Mujeres;Palmas, Las;98
055 Infarto agudo de miocardio;Mujeres;Pontevedra;20
055 Infarto agudo de miocardio;Mujeres;Rioja, La;16
055 Infarto agudo de miocardio;Mujeres;Salamanca;36
055 Infarto agudo de miocardio;Mujeres;Santa Cruz de Tenerife;79
055 Infarto agudo de miocardio;Mujeres;Segovia;4
055 Infarto agudo de miocardio;Mujeres;Sevilla;145
055 Infarto agudo de miocardio;Mujeres;Soria;5
055 Infarto agudo de miocardio;Mujeres;Tarragona;30
055 Infarto agudo de miocardio;Mujeres;Teruel;15
055 Infarto agudo de miocardio;Mujeres;Toledo;30
055 Infarto agudo de miocardio;Mujeres;Valencia/València;99
055 Infarto agudo de miocardio;Mujeres;Valladolid;31
055 Infarto agudo de miocardio;Mujeres;Zamora;11
055 Infarto agudo de miocardio;Mujeres;Zaragoza;46
055 Infarto agudo de miocardio;Mujeres;Ceuta;6
055 Infarto agudo de miocardio;Mujeres;Melilla;3
056 Otras enfermedades isquémicas del corazón;Total;Total;6988
056 Otras enfermedades isquémicas del corazón;Total;Albacete;67
056 Otras enfermedades isquémicas del corazón;Total;Alicante/Alacant;277
056 Otras enfermedades isquémicas del corazón;Total;Almería;77
056 Otras enfermedades isquémicas del corazón;Total;Araba/Alava;26
056 Otras enfermedades isquémicas del corazón;Total;Asturias;225
056 Otras enfermedades isquémicas del corazón;Total;Avila;24
056 Otras enfermedades isquémicas del corazón;Total;Badajoz;105
056 Otras enfermedades isquémicas del corazón;Total;Balears, Illes;138
056 Otras enfermedades isquémicas del corazón;Total;Barcelona;861
056 Otras enfermedades isquémicas del corazón;Total;Bizkaia;184
056 Otras enfermedades isquémicas del corazón;Total;Burgos;61
056 Otras enfermedades isquémicas del corazón;Total;Cáceres;51
056 Otras enfermedades isquémicas del corazón;Total;Cádiz;214
056 Otras enfermedades isquémicas del corazón;Total;Cantabria;93
056 Otras enfermedades isquémicas del corazón;Total;Castellón/Castelló;77
056 Otras enfermedades isquémicas del corazón;Total;Ciudad Real;68
056 Otras enfermedades isquémicas del corazón;Total;Córdoba;116
056 Otras enfermedades isquémicas del corazón;Total;Coruña, A;235
056 Otras enfermedades isquémicas del corazón;Total;Cuenca;25
