Causa de muerte (lista reducida);Sexo;Provincia de defunción;Total
080 Otras enfermedades del sistema genitourinario;Total;Zaragoza;50
080 Otras enfermedades del sistema genitourinario;Total;Ceuta;3
080 Otras enfermedades del sistema genitourinario;Total;Melilla;3
080 Otras enfermedades del sistema genitourinario;Hombres;Total;1080
080 Otras enfermedades del sistema genitourinario;Hombres;Albacete;19
080 Otras enfermedades del sistema genitourinario;Hombres;Alicante/Alacant;50
080 Otras enfermedades del sistema genitourinario;Hombres;Almería;7
080 Otras enfermedades del sistema genitourinario;Hombres;Araba/Alava;6
080 Otras enfermedades del sistema genitourinario;Hombres;Asturias;36
080 Otras enfermedades del sistema genitourinario;Hombres;Avila;4
080 Otras enfermedades del sistema genitourinario;Hombres;Badajoz;21
080 Otras enfermedades del sistema genitourinario;Hombres;Balears, Illes;19
080 Otras enfermedades del sistema genitourinario;Hombres;Barcelona;80
080 Otras enfermedades del sistema genitourinario;Hombres;Bizkaia;21
080 Otras enfermedades del sistema genitourinario;Hombres;Burgos;6
080 Otras enfermedades del sistema genitourinario;Hombres;Cáceres;11
080 Otras enfermedades del sistema genitourinario;Hombres;Cádiz;36
080 Otras enfermedades del sistema genitourinario;Hombres;Cantabria;16
080 Otras enfermedades del sistema genitourinario;Hombres;Castellón/Castelló;22
080 Otras enfermedades del sistema genitourinario;Hombres;Ciudad Real;26
080 Otras enfermedades del sistema genitourinario;Hombres;Córdoba;11
080 Otras enfermedades del sistema genitourinario;Hombres;Coruña, A;27
080 Otras enfermedades del sistema genitourinario;Hombres;Cuenca;8
080 Otras enfermedades del sistema genitourinario;Hombres;Gipuzkoa;4
080 Otras enfermedades del sistema genitourinario;Hombres;Girona;12
080 Otras enfermedades del sistema genitourinario;Hombres;Granada;20
080 Otras enfermedades del sistema genitourinario;Hombres;Guadalajara;11
080 Otras enfermedades del sistema genitourinario;Hombres;Huelva;10
080 Otras enfermedades del sistema genitourinario;Hombres;Huesca;12
080 Otras enfermedades del sistema genitourinario;Hombres;Jaén;8
080 Otras enfermedades del sistema genitourinario;Hombres;León;17
080 Otras enfermedades del sistema genitourinario;Hombres;Lleida;8
080 Otras enfermedades del sistema genitourinario;Hombres;Lugo;13
080 Otras enfermedades del sistema genitourinario;Hombres;Madrid;140
080 Otras enfermedades del sistema genitourinario;Hombres;Málaga;33
080 Otras enfermedades del sistema genitourinario;Hombres;Murcia;37
080 Otras enfermedades del sistema genitourinario;Hombres;Navarra;9
080 Otras enfermedades del sistema genitourinario;Hombres;Ourense;15
080 Otras enfermedades del sistema genitourinario;Hombres;Palencia;9
080 Otras enfermedades del sistema genitourinario;Hombres;Palmas, Las;26
080 Otras enfermedades del sistema genitourinario;Hombres;Pontevedra;21
080 Otras enfermedades del sistema genitourinario;Hombres;Rioja, La;8
080 Otras enfermedades del sistema genitourinario;Hombres;Salamanca;6
080 Otras enfermedades del sistema genitourinario;Hombres;Santa Cruz de Tenerife;17
080 Otras enfermedades del sistema genitourinario;Hombres;Segovia;6
080 Otras enfermedades del sistema genitourinario;Hombres;Sevilla;41
080 Otras enfermedades del sistema genitourinario;Hombres;Soria;8
080 Otras enfermedades del sistema genitourinario;Hombres;Tarragona;16
080 Otras enfermedades del sistema genitourinario;Hombres;Teruel;7
080 Otras enfermedades del sistema genitourinario;Hombres;Toledo;24
080 Otras enfermedades del sistema genitourinario;Hombres;Valencia/València;70
080 Otras enfermedades del sistema genitourinario;Hombres;Valladolid;17
080 Otras enfermedades del sistema genitourinario;Hombres;Zamora;4
080 Otras enfermedades del sistema genitourinario;Hombres;Zaragoza;24
080 Otras enfermedades del sistema genitourinario;Hombres;Ceuta;1
080 Otras enfermedades del sistema genitourinario;Hombres;Melilla;0
080 Otras enfermedades del sistema genitourinario;Mujeres;Total;1737
080 Otras enfermedades del sistema genitourinario;Mujeres;Albacete;14
080 Otras enfermedades del sistema genitourinario;Mujeres;Alicante/Alacant;74
080 Otras enfermedades del sistema genitourinario;Mujeres;Almería;13
080 Otras enfermedades del sistema genitourinario;Mujeres;Araba/Alava;5
080 Otras enfermedades del sistema genitourinario;Mujeres;Asturias;78
080 Otras enfermedades del sistema genitourinario;Mujeres;Avila;9
080 Otras enfermedades del sistema genitourinario;Mujeres;Badajoz;42
080 Otras enfermedades del sistema genitourinario;Mujeres;Balears, Illes;29
080 Otras enfermedades del sistema genitourinario;Mujeres;Barcelona;155
080 Otras enfermedades del sistema genitourinario;Mujeres;Bizkaia;37
080 Otras enfermedades del sistema genitourinario;Mujeres;Burgos;20
080 Otras enfermedades del sistema genitourinario;Mujeres;Cáceres;19
080 Otras enfermedades del sistema genitourinario;Mujeres;Cádiz;38
080 Otras enfermedades del sistema genitourinario;Mujeres;Cantabria;25
080 Otras enfermedades del sistema genitourinario;Mujeres;Castellón/Castelló;32
080 Otras enfermedades del sistema genitourinario;Mujeres;Ciudad Real;49
080 Otras enfermedades del sistema genitourinario;Mujeres;Córdoba;25
080 Otras enfermedades del sistema genitourinario;Mujeres;Coruña, A;42
080 Otras enfermedades del sistema genitourinario;Mujeres;Cuenca;9
080 Otras enfermedades del sistema genitourinario;Mujeres;Gipuzkoa;17
080 Otras enfermedades del sistema genitourinario;Mujeres;Girona;13
080 Otras enfermedades del sistema genitourinario;Mujeres;Granada;30
080 Otras enfermedades del sistema genitourinario;Mujeres;Guadalajara;12
080 Otras enfermedades del sistema genitourinario;Mujeres;Huelva;18
080 Otras enfermedades del sistema genitourinario;Mujeres;Huesca;4
080 Otras enfermedades del sistema genitourinario;Mujeres;Jaén;17
080 Otras enfermedades del sistema genitourinario;Mujeres;León;30
080 Otras enfermedades del sistema genitourinario;Mujeres;Lleida;19
080 Otras enfermedades del sistema genitourinario;Mujeres;Lugo;19
080 Otras enfermedades del sistema genitourinario;Mujeres;Madrid;217
080 Otras enfermedades del sistema genitourinario;Mujeres;Málaga;42
080 Otras enfermedades del sistema genitourinario;Mujeres;Murcia;73
080 Otras enfermedades del sistema genitourinario;Mujeres;Navarra;19
080 Otras enfermedades del sistema genitourinario;Mujeres;Ourense;17
080 Otras enfermedades del sistema genitourinario;Mujeres;Palencia;8
080 Otras enfermedades del sistema genitourinario;Mujeres;Palmas, Las;41
080 Otras enfermedades del sistema genitourinario;Mujeres;Pontevedra;42
080 Otras enfermedades del sistema genitourinario;Mujeres;Rioja, La;10
080 Otras enfermedades del sistema genitourinario;Mujeres;Salamanca;26
080 Otras enfermedades del sistema genitourinario;Mujeres;Santa Cruz de Tenerife;43
080 Otras enfermedades del sistema genitourinario;Mujeres;Segovia;3
080 Otras enfermedades del sistema genitourinario;Mujeres;Sevilla;59
080 Otras enfermedades del sistema genitourinario;Mujeres;Soria;4
080 Otras enfermedades del sistema genitourinario;Mujeres;Tarragona;28
080 Otras enfermedades del sistema genitourinario;Mujeres;Teruel;5
080 Otras enfermedades del sistema genitourinario;Mujeres;Toledo;36
080 Otras enfermedades del sistema genitourinario;Mujeres;Valencia/València;103
080 Otras enfermedades del sistema genitourinario;Mujeres;Valladolid;24
080 Otras enfermedades del sistema genitourinario;Mujeres;Zamora;12
080 Otras enfermedades del sistema genitourinario;Mujeres;Zaragoza;26
080 Otras enfermedades del sistema genitourinario;Mujeres;Ceuta;2
080 Otras enfermedades del sistema genitourinario;Mujeres;Melilla;3
081 XV.Embarazo, parto y puerperio;Total;Total;4
081 XV.Embarazo, parto y puerperio;Total;Albacete;0
081 XV.Embarazo, parto y puerperio;Total;Alicante/Alacant;0
081 XV.Embarazo, parto y puerperio;Total;Almería;0
081 XV.Embarazo, parto y puerperio;Total;Araba/Alava;0
081 XV.Embarazo, parto y puerperio;Total;Asturias;0
081 XV.Embarazo, parto y puerperio;Total;Avila;0
081 XV.Embarazo, parto y puerperio;Total;Badajoz;0
081 XV.Embarazo, parto y puerperio;Total;Balears, Illes;0
081 XV.Embarazo, parto y puerperio;Total;Barcelona;1
081 XV.Embarazo, parto y puerperio;Total;Bizkaia;0
081 XV.Embarazo, parto y puerperio;Total;Burgos;0
081 XV.Embarazo, parto y puerperio;Total;Cáceres;0
081 XV.Embarazo, parto y puerperio;Total;Cádiz;0
081 XV.Embarazo, parto y puerperio;Total;Cantabria;0
081 XV.Embarazo, parto y puerperio;Total;Castellón/Castelló;0
081 XV.Embarazo, parto y puerperio;Total;Ciudad Real;0
081 XV.Embarazo, parto y puerperio;Total;Córdoba;0
081 XV.Embarazo, parto y puerperio;Total;Coruña, A;0
081 XV.Embarazo, parto y puerperio;Total;Cuenca;0
081 XV.Embarazo, parto y puerperio;Total;Gipuzkoa;0
081 XV.Embarazo, parto y puerperio;Total;Girona;1
081 XV.Embarazo, parto y puerperio;Total;Granada;0
081 XV.Embarazo, parto y puerperio;Total;Guadalajara;0
081 XV.Embarazo, parto y puerperio;Total;Huelva;0
081 XV.Embarazo, parto y puerperio;Total;Huesca;0
081 XV.Embarazo, parto y puerperio;Total;Jaén;0
081 XV.Embarazo, parto y puerperio;Total;León;0
081 XV.Embarazo, parto y puerperio;Total;Lleida;0
081 XV.Embarazo, parto y puerperio;Total;Lugo;0
081 XV.Embarazo, parto y puerperio;Total;Madrid;1
081 XV.Embarazo, parto y puerperio;Total;Málaga;0
081 XV.Embarazo, parto y puerperio;Total;Murcia;0
081 XV.Embarazo, parto y puerperio;Total;Navarra;0
081 XV.Embarazo, parto y puerperio;Total;Ourense;0
081 XV.Embarazo, parto y puerperio;Total;Palencia;0
081 XV.Embarazo, parto y puerperio;Total;Palmas, Las;1
081 XV.Embarazo, parto y puerperio;Total;Pontevedra;0
081 XV.Embarazo, parto y puerperio;Total;Rioja, La;0
081 XV.Embarazo, parto y puerperio;Total;Salamanca;0
081 XV.Embarazo, parto y puerperio;Total;Santa Cruz de Tenerife;0
081 XV.Embarazo, parto y puerperio;Total;Segovia;0
081 XV.Embarazo, parto y puerperio;Total;Sevilla;0
081 XV.Embarazo, parto y puerperio;Total;Soria;0
081 XV.Embarazo, parto y puerperio;Total;Tarragona;0
081 XV.Embarazo, parto y puerperio;Total;Teruel;0
081 XV.Embarazo, parto y puerperio;Total;Toledo;0
081 XV.Embarazo, parto y puerperio;Total;Valencia/València;0
081 XV.Embarazo, parto y puerperio;Total;Valladolid;0
081 XV.Embarazo, parto y puerperio;Total;Zamora;0
081 XV.Embarazo, parto y puerperio;Total;Zaragoza;0
081 XV.Embarazo, parto y puerperio;Total;Ceuta;0
081 XV.Embarazo, parto y puerperio;Total;Melilla;0
081 XV.Embarazo, parto y puerperio;Hombres;Total;0
081 XV.Embarazo, parto y puerperio;Hombres;Albacete;0
081 XV.Embarazo, parto y puerperio;Hombres;Alicante/Alacant;0
081 XV.Embarazo, parto y puerperio;Hombres;Almería;0
081 XV.Embarazo, parto y puerperio;Hombres;Araba/Alava;0
081 XV.Embarazo, parto y puerperio;Hombres;Asturias;0
081 XV.Embarazo, parto y puerperio;Hombres;Avila;0
081 XV.Embarazo, parto y puerperio;Hombres;Badajoz;0
081 XV.Embarazo, parto y puerperio;Hombres;Balears, Illes;0
081 XV.Embarazo, parto y puerperio;Hombres;Barcelona;0
081 XV.Embarazo, parto y puerperio;Hombres;Bizkaia;0
081 XV.Embarazo, parto y puerperio;Hombres;Burgos;0
081 XV.Embarazo, parto y puerperio;Hombres;Cáceres;0
081 XV.Embarazo, parto y puerperio;Hombres;Cádiz;0
081 XV.Embarazo, parto y puerperio;Hombres;Cantabria;0
081 XV.Embarazo, parto y puerperio;Hombres;Castellón/Castelló;0
081 XV.Embarazo, parto y puerperio;Hombres;Ciudad Real;0
081 XV.Embarazo, parto y puerperio;Hombres;Córdoba;0
081 XV.Embarazo, parto y puerperio;Hombres;Coruña, A;0
081 XV.Embarazo, parto y puerperio;Hombres;Cuenca;0
081 XV.Embarazo, parto y puerperio;Hombres;Gipuzkoa;0
081 XV.Embarazo, parto y puerperio;Hombres;Girona;0
081 XV.Embarazo, parto y puerperio;Hombres;Granada;0
081 XV.Embarazo, parto y puerperio;Hombres;Guadalajara;0
081 XV.Embarazo, parto y puerperio;Hombres;Huelva;0
081 XV.Embarazo, parto y puerperio;Hombres;Huesca;0
081 XV.Embarazo, parto y puerperio;Hombres;Jaén;0
081 XV.Embarazo, parto y puerperio;Hombres;León;0
081 XV.Embarazo, parto y puerperio;Hombres;Lleida;0
081 XV.Embarazo, parto y puerperio;Hombres;Lugo;0
081 XV.Embarazo, parto y puerperio;Hombres;Madrid;0
081 XV.Embarazo, parto y puerperio;Hombres;Málaga;0
081 XV.Embarazo, parto y puerperio;Hombres;Murcia;0
081 XV.Embarazo, parto y puerperio;Hombres;Navarra;0
081 XV.Embarazo, parto y puerperio;Hombres;Ourense;0
081 XV.Embarazo, parto y puerperio;Hombres;Palencia;0
081 XV.Embarazo, parto y puerperio;Hombres;Palmas, Las;0
081 XV.Embarazo, parto y puerperio;Hombres;Pontevedra;0
081 XV.Embarazo, parto y puerperio;Hombres;Rioja, La;0
081 XV.Embarazo, parto y puerperio;Hombres;Salamanca;0
081 XV.Embarazo, parto y puerperio;Hombres;Santa Cruz de Tenerife;0
081 XV.Embarazo, parto y puerperio;Hombres;Segovia;0
081 XV.Embarazo, parto y puerperio;Hombres;Sevilla;0
081 XV.Embarazo, parto y puerperio;Hombres;Soria;0
081 XV.Embarazo, parto y puerperio;Hombres;Tarragona;0
081 XV.Embarazo, parto y puerperio;Hombres;Teruel;0
081 XV.Embarazo, parto y puerperio;Hombres;Toledo;0
081 XV.Embarazo, parto y puerperio;Hombres;Valencia/València;0
081 XV.Embarazo, parto y puerperio;Hombres;Valladolid;0
081 XV.Embarazo, parto y puerperio;Hombres;Zamora;0
081 XV.Embarazo, parto y puerperio;Hombres;Zaragoza;0
081 XV.Embarazo, parto y puerperio;Hombres;Ceuta;0
081 XV.Embarazo, parto y puerperio;Hombres;Melilla;0
081 XV.Embarazo, parto y puerperio;Mujeres;Total;4
081 XV.Embarazo, parto y puerperio;Mujeres;Albacete;0
081 XV.Embarazo, parto y puerperio;Mujeres;Alicante/Alacant;0
081 XV.Embarazo, parto y puerperio;Mujeres;Almería;0
081 XV.Embarazo, parto y puerperio;Mujeres;Araba/Alava;0
081 XV.Embarazo, parto y puerperio;Mujeres;Asturias;0
081 XV.Embarazo, parto y puerperio;Mujeres;Avila;0
